MQ135,MQ7,Temperature,Humidity,Risk
98,377,29.9,47.3,Moderate Risk
163,441,26.7,54.0,Moderate Risk
581,340,13.9,76.1,High Risk
342,151,32.1,67.0,Moderate Risk
319,574,14.5,35.8,CO Poisoning Risk
608,127,35.6,51.7,High Risk
263,332,18.2,57.3,Moderate Risk
742,505,25.3,65.9,CO Poisoning Risk
257,259,14.5,58.9,Moderate Risk
259,325,34.5,52.7,High Risk
482,503,36.5,69.3,CO Poisoning Risk
884,388,16.5,48.4,Moderate Risk
723,238,20.1,81.3,High Risk
283,202,13.4,79.2,Moderate Risk
606,509,31.9,66.2,CO Poisoning Risk
118,148,20.5,75.7,Safe
254,78,27.1,49.2,Safe
511,146,13.9,59.4,Moderate Risk
428,369,30.2,42.7,Moderate Risk
737,636,25.7,75.8,CO Poisoning Risk
585,185,30.4,53.4,Moderate Risk
454,518,31.9,57.0,CO Poisoning Risk
431,75,15.1,74.7,Moderate Risk
589,107,26.9,71.1,Moderate Risk
746,604,28.6,45.4,CO Poisoning Risk
600,131,25.4,32.7,High Risk
416,348,17.4,36.8,Moderate Risk
306,105,32.1,46.3,Safe
390,440,36.9,44.5,High Risk
221,378,36.3,30.1,High Risk
893,455,31.7,51.3,CO Poisoning Risk
159,328,23.0,33.7,High Risk
341,510,21.1,39.9,CO Poisoning Risk
504,124,14.6,70.5,Moderate Risk
876,121,23.0,54.7,Moderate Risk
534,584,16.7,48.1,CO Poisoning Risk
271,405,19.1,38.0,Moderate Risk
256,121,34.4,74.8,Safe
180,553,36.2,76.8,CO Poisoning Risk
803,208,35.8,56.0,High Risk
620,53,17.6,77.7,High Risk
128,219,34.6,53.1,Moderate Risk
215,506,16.4,33.8,CO Poisoning Risk
540,351,25.2,28.9,High Risk
262,632,28.4,34.9,CO Poisoning Risk
742,289,24.1,61.6,Moderate Risk
843,166,35.8,45.3,High Risk
309,229,21.0,63.0,Moderate Risk
727,76,25.7,55.4,Moderate Risk
147,613,14.8,46.0,CO Poisoning Risk
749,354,33.5,39.8,Asthma Risk
565,416,22.9,32.4,High Risk
545,640,29.8,70.2,CO Poisoning Risk
918,100,29.4,72.2,Moderate Risk
450,317,29.2,57.2,Moderate Risk
90,508,25.2,36.5,CO Poisoning Risk
476,500,19.7,42.2,CO Poisoning Risk
437,293,28.0,79.6,Moderate Risk
279,122,36.1,40.2,Safe
594,578,33.0,31.1,CO Poisoning Risk
280,152,15.6,57.7,Safe
597,317,13.6,42.1,Moderate Risk
458,59,25.0,79.7,Moderate Risk
498,414,31.6,59.0,High Risk
913,348,20.5,80.2,High Risk
206,249,29.8,70.4,Moderate Risk
223,157,35.4,67.0,Safe
147,297,24.0,72.8,Moderate Risk
645,485,18.9,60.7,CO Poisoning Risk
774,230,35.0,28.6,Asthma Risk
761,271,24.3,49.2,Moderate Risk
262,572,22.8,39.8,CO Poisoning Risk
918,398,21.5,51.5,Moderate Risk
904,45,23.2,53.4,Moderate Risk
238,597,29.2,34.9,CO Poisoning Risk
169,604,23.4,29.3,CO Poisoning Risk
302,464,20.8,35.5,CO Poisoning Risk
292,205,30.8,74.3,Moderate Risk
853,205,17.9,68.8,Moderate Risk
318,172,17.8,71.1,Safe
765,195,29.7,42.9,Asthma Risk
316,488,33.8,40.7,CO Poisoning Risk
748,515,18.8,30.0,CO Poisoning Risk
621,507,17.6,53.5,CO Poisoning Risk
530,74,29.1,48.7,Moderate Risk
491,517,27.9,73.1,CO Poisoning Risk
136,601,23.7,64.8,CO Poisoning Risk
322,124,15.3,35.8,Safe
394,83,15.2,81.3,Moderate Risk
615,284,31.7,69.6,High Risk
232,601,23.8,66.9,CO Poisoning Risk
504,634,33.6,39.7,CO Poisoning Risk
602,381,26.8,76.9,High Risk
462,324,27.8,53.6,Moderate Risk
655,160,35.4,44.1,Asthma Risk
348,313,17.0,63.4,Moderate Risk
745,379,26.0,39.4,Moderate Risk
560,356,14.4,77.0,High Risk
101,97,21.6,74.1,Safe
419,112,16.6,53.1,Moderate Risk
825,78,17.5,38.3,Moderate Risk
873,430,35.4,54.8,High Risk
447,293,27.7,36.1,Moderate Risk
497,155,34.4,42.6,Moderate Risk
757,138,23.6,54.1,Moderate Risk
462,454,27.3,29.1,CO Poisoning Risk
97,223,13.8,69.3,Moderate Risk
211,91,24.3,38.6,Safe
437,648,26.5,74.8,CO Poisoning Risk
765,420,13.4,29.2,High Risk
179,631,31.9,56.7,CO Poisoning Risk
737,246,20.1,69.9,Moderate Risk
787,489,23.9,40.8,CO Poisoning Risk
405,341,25.9,66.2,Moderate Risk
267,352,36.8,66.9,High Risk
629,537,15.4,62.4,CO Poisoning Risk
821,382,26.3,47.7,Moderate Risk
130,110,25.7,70.4,Safe
829,466,14.7,61.9,CO Poisoning Risk
793,584,28.2,59.9,CO Poisoning Risk
591,537,19.9,72.2,CO Poisoning Risk
234,361,15.5,41.2,Moderate Risk
290,119,17.3,40.6,Safe
813,103,32.8,48.9,High Risk
550,430,15.5,31.9,High Risk
821,59,24.2,46.2,Moderate Risk
841,275,17.7,49.9,Moderate Risk
647,243,16.9,54.7,Moderate Risk
636,398,17.9,41.7,Moderate Risk
342,79,24.8,77.0,Moderate Risk
479,206,18.7,43.4,Moderate Risk
683,515,15.3,74.0,CO Poisoning Risk
345,575,32.2,52.0,CO Poisoning Risk
798,467,26.0,66.8,CO Poisoning Risk
904,392,16.8,34.0,High Risk
539,191,24.3,57.4,Moderate Risk
99,418,14.6,79.9,High Risk
913,460,26.9,64.0,CO Poisoning Risk
887,538,21.2,72.3,CO Poisoning Risk
331,603,15.5,42.1,CO Poisoning Risk
340,300,17.4,71.2,Moderate Risk
94,147,21.3,47.0,Safe
208,165,32.4,54.2,Safe
890,463,17.2,38.1,CO Poisoning Risk
463,394,15.6,54.2,Moderate Risk
154,86,25.4,55.8,Safe
235,411,26.4,61.6,Moderate Risk
313,73,15.2,74.9,Safe
328,58,19.8,44.5,Safe
266,529,19.3,81.1,CO Poisoning Risk
868,233,17.5,73.8,Moderate Risk
371,339,20.6,49.8,Moderate Risk
152,227,13.9,40.2,Moderate Risk
306,592,28.6,31.9,CO Poisoning Risk
916,81,36.7,40.7,Asthma Risk
884,58,28.2,75.8,High Risk
778,639,21.7,43.8,CO Poisoning Risk
550,203,29.0,35.5,Moderate Risk
699,538,26.7,29.2,CO Poisoning Risk
194,373,33.3,44.1,High Risk
188,127,27.9,39.7,Safe
600,600,28.2,33.5,CO Poisoning Risk
474,624,18.3,79.4,CO Poisoning Risk
494,604,23.0,42.5,CO Poisoning Risk
912,613,21.3,28.3,CO Poisoning Risk
607,631,13.3,79.0,CO Poisoning Risk
565,66,20.5,59.2,Moderate Risk
798,176,24.7,32.5,High Risk
734,509,27.4,29.7,CO Poisoning Risk
860,500,35.4,33.8,CO Poisoning Risk
526,346,18.7,59.9,Moderate Risk
112,311,16.7,31.3,High Risk
654,439,33.9,58.7,High Risk
766,164,35.6,63.2,High Risk
803,290,24.7,36.0,Moderate Risk
547,612,15.8,54.4,CO Poisoning Risk
172,82,24.6,80.0,Safe
234,289,15.6,73.2,Moderate Risk
174,65,34.2,67.1,Safe
167,154,30.0,56.0,Safe
546,438,18.8,49.3,Moderate Risk
90,454,34.3,52.4,CO Poisoning Risk
140,52,28.3,69.3,Safe
774,488,35.9,57.9,CO Poisoning Risk
806,372,36.5,69.3,High Risk
861,334,13.1,80.4,High Risk
535,555,15.9,62.6,CO Poisoning Risk
538,405,26.1,60.6,Moderate Risk
577,643,35.9,49.9,CO Poisoning Risk
889,263,36.9,38.6,Asthma Risk
123,450,26.6,48.2,Moderate Risk
437,264,17.2,56.1,Moderate Risk
184,639,16.9,29.9,CO Poisoning Risk
161,151,31.3,53.7,Safe
640,625,27.2,74.6,CO Poisoning Risk
243,330,26.2,80.7,High Risk
339,52,24.2,74.2,Safe
763,233,30.4,37.3,Asthma Risk
527,125,33.6,36.4,High Risk
207,152,20.3,49.2,Safe
860,365,18.3,40.2,Moderate Risk
395,623,29.1,64.5,CO Poisoning Risk
357,390,35.0,32.6,High Risk
143,372,21.4,52.0,Moderate Risk
325,599,19.5,43.1,CO Poisoning Risk
478,346,18.4,60.2,Moderate Risk
823,244,19.1,71.0,Moderate Risk
852,463,16.2,77.9,CO Poisoning Risk
914,83,27.3,80.0,High Risk
490,351,19.7,47.0,Moderate Risk
713,48,27.8,74.2,Moderate Risk
856,121,15.0,60.0,Moderate Risk
392,512,15.8,65.4,CO Poisoning Risk
296,223,25.9,74.0,Moderate Risk
318,320,25.3,35.0,Moderate Risk
667,196,19.5,79.2,High Risk
164,208,32.9,57.6,Moderate Risk
524,334,17.5,46.1,Moderate Risk
192,422,21.7,46.3,Moderate Risk
511,354,26.3,68.6,Moderate Risk
793,433,33.8,64.6,High Risk
853,227,23.0,67.4,Moderate Risk
827,350,22.6,41.7,Moderate Risk
895,116,26.9,37.2,Moderate Risk
395,263,20.6,67.0,Moderate Risk
187,217,30.0,44.1,Moderate Risk
887,316,19.0,40.0,Moderate Risk
424,512,32.8,39.6,CO Poisoning Risk
524,313,19.5,36.0,Moderate Risk
536,64,36.8,51.0,High Risk
397,622,20.6,42.1,CO Poisoning Risk
338,547,34.1,76.3,CO Poisoning Risk
255,191,22.5,65.2,Moderate Risk
570,473,18.9,68.2,CO Poisoning Risk
424,209,18.4,49.8,Moderate Risk
631,354,33.4,60.4,High Risk
848,562,20.4,55.0,CO Poisoning Risk
195,58,21.1,37.0,Safe
652,176,17.7,30.6,High Risk
170,483,36.1,64.9,CO Poisoning Risk
222,307,18.9,34.5,High Risk
886,269,18.9,31.1,High Risk
227,302,35.7,51.9,High Risk
273,278,34.6,67.9,Moderate Risk
490,380,19.0,69.5,Moderate Risk
419,453,33.8,75.2,CO Poisoning Risk
874,68,19.0,38.8,Moderate Risk
597,315,15.0,81.2,High Risk
158,139,32.7,69.2,Safe
635,186,31.5,36.5,Asthma Risk
863,125,20.1,73.4,Moderate Risk
142,318,15.2,54.9,Moderate Risk
539,320,18.0,31.6,High Risk
294,509,31.5,35.1,CO Poisoning Risk
215,252,36.2,51.4,Moderate Risk
836,340,19.2,56.6,Moderate Risk
132,83,32.6,79.2,Safe
841,332,18.5,39.6,Moderate Risk
200,168,29.3,53.6,Safe
850,327,15.0,40.2,Moderate Risk
752,224,27.0,58.2,Moderate Risk
272,141,19.5,77.1,Safe
184,235,35.2,58.7,Moderate Risk
463,118,20.0,55.5,Moderate Risk
609,491,22.6,68.5,CO Poisoning Risk
449,541,33.2,36.0,CO Poisoning Risk
785,605,23.5,76.9,CO Poisoning Risk
370,528,18.7,59.2,CO Poisoning Risk
284,160,26.1,65.1,Safe
284,579,33.2,72.2,CO Poisoning Risk
756,142,23.4,62.3,Moderate Risk
182,372,16.2,62.6,Moderate Risk
761,451,22.2,67.4,CO Poisoning Risk
150,357,35.9,30.8,High Risk
723,192,14.7,48.6,Moderate Risk
140,386,22.8,80.0,High Risk
492,539,28.6,41.9,CO Poisoning Risk
878,67,14.9,57.3,Moderate Risk
94,149,21.3,37.5,Safe
555,623,35.6,45.5,CO Poisoning Risk
693,602,13.7,66.7,CO Poisoning Risk
771,637,31.0,62.7,CO Poisoning Risk
918,266,33.2,50.4,High Risk
623,59,19.6,78.7,High Risk
494,122,18.2,69.9,Moderate Risk
602,366,35.0,42.5,High Risk
734,285,31.3,53.1,High Risk
322,62,15.7,75.4,Safe
613,498,18.1,29.2,CO Poisoning Risk
435,487,27.9,59.4,CO Poisoning Risk
135,321,23.1,40.5,Moderate Risk
635,468,25.1,31.4,CO Poisoning Risk
167,520,35.8,77.3,CO Poisoning Risk
819,71,23.1,72.1,Moderate Risk
902,558,34.2,38.0,CO Poisoning Risk
162,508,28.9,73.2,CO Poisoning Risk
883,407,15.9,35.9,Moderate Risk
338,427,30.9,53.7,Moderate Risk
136,569,25.5,67.2,CO Poisoning Risk
210,426,18.4,56.8,Moderate Risk
303,228,19.9,73.9,Moderate Risk
328,238,26.4,61.3,Moderate Risk
145,506,27.4,51.3,CO Poisoning Risk
439,100,36.2,78.0,Moderate Risk
196,274,33.5,30.0,Moderate Risk
137,533,17.9,54.4,CO Poisoning Risk
662,72,31.6,63.7,High Risk
426,627,13.2,73.1,CO Poisoning Risk
115,228,16.1,57.2,Moderate Risk
893,469,17.8,75.8,CO Poisoning Risk
346,419,27.3,51.0,Moderate Risk
97,85,17.7,45.1,Safe
714,528,21.8,80.6,CO Poisoning Risk
342,304,18.8,64.0,Moderate Risk
781,485,21.1,51.0,CO Poisoning Risk
808,128,35.6,75.4,High Risk
392,90,36.9,64.9,Moderate Risk
728,484,29.5,62.4,CO Poisoning Risk
145,563,26.7,67.3,CO Poisoning Risk
815,482,30.0,67.9,CO Poisoning Risk
615,180,31.5,54.6,High Risk
563,227,30.7,50.6,Moderate Risk
117,216,15.0,77.1,Moderate Risk
167,634,20.4,54.9,CO Poisoning Risk
305,583,21.2,39.7,CO Poisoning Risk
475,164,21.9,56.2,Moderate Risk
454,325,21.3,29.9,High Risk
755,352,31.9,67.1,High Risk
615,321,30.9,34.9,High Risk
788,574,13.1,34.0,CO Poisoning Risk
401,339,20.1,79.1,High Risk
96,97,28.0,69.7,Safe
92,476,15.9,50.4,CO Poisoning Risk
712,96,14.7,40.9,Moderate Risk
839,116,32.9,73.5,High Risk
452,72,23.9,80.3,Moderate Risk
840,513,33.5,55.5,CO Poisoning Risk
597,591,32.8,59.3,CO Poisoning Risk
363,445,34.4,41.1,High Risk
595,245,14.2,59.8,Moderate Risk
895,510,17.5,49.6,CO Poisoning Risk
828,639,20.1,73.7,CO Poisoning Risk
104,604,16.3,48.4,CO Poisoning Risk
281,423,24.7,63.0,Moderate Risk
720,221,32.2,39.0,Asthma Risk
574,96,35.8,32.9,High Risk
117,123,34.3,30.2,Safe
803,429,24.0,50.4,Moderate Risk
128,620,28.3,36.8,CO Poisoning Risk
362,52,18.5,81.6,Moderate Risk
320,258,22.7,71.1,Moderate Risk
175,69,33.9,65.4,Safe
563,494,13.7,71.4,CO Poisoning Risk
215,501,25.8,42.2,CO Poisoning Risk
901,505,33.9,75.5,CO Poisoning Risk
626,242,15.9,81.8,High Risk
234,138,36.6,43.7,Safe
614,481,13.3,81.2,CO Poisoning Risk
301,571,34.3,45.3,CO Poisoning Risk
114,422,21.5,28.6,High Risk
669,631,16.2,47.8,CO Poisoning Risk
483,148,16.8,81.9,Moderate Risk
156,83,29.8,62.3,Safe
322,502,33.9,65.6,CO Poisoning Risk
198,408,28.4,40.9,Moderate Risk
235,179,35.3,35.9,Safe
200,418,33.2,75.8,High Risk
317,276,13.2,50.3,Moderate Risk
200,83,29.1,28.2,Safe
559,91,20.3,43.9,Moderate Risk
123,80,23.9,38.6,Safe
712,139,15.3,60.6,Moderate Risk
865,405,19.8,68.8,Moderate Risk
458,569,28.2,54.9,CO Poisoning Risk
837,190,18.2,38.0,Moderate Risk
684,412,28.5,31.1,High Risk
643,109,35.2,44.9,Asthma Risk
514,272,13.1,71.5,Moderate Risk
702,564,31.9,50.7,CO Poisoning Risk
607,599,28.4,41.6,CO Poisoning Risk
781,225,14.1,29.1,High Risk
371,545,32.0,54.8,CO Poisoning Risk
409,641,18.4,65.0,CO Poisoning Risk
827,199,19.4,38.3,Moderate Risk
532,579,15.2,57.0,CO Poisoning Risk
404,479,25.8,50.7,CO Poisoning Risk
830,143,25.0,66.0,Moderate Risk
466,416,21.3,74.5,Moderate Risk
378,607,17.1,44.6,CO Poisoning Risk
526,406,33.1,76.9,High Risk
751,156,34.0,66.2,High Risk
366,497,26.0,30.0,CO Poisoning Risk
799,213,18.9,70.7,Moderate Risk
671,628,15.3,54.7,CO Poisoning Risk
592,183,33.8,79.1,High Risk
713,275,15.3,45.5,Moderate Risk
605,283,13.3,59.9,Moderate Risk
439,297,24.3,79.6,Moderate Risk
535,480,30.6,42.6,CO Poisoning Risk
919,605,24.0,53.5,CO Poisoning Risk
439,466,14.2,68.6,CO Poisoning Risk
696,347,29.6,65.3,Moderate Risk
753,116,28.4,73.3,Moderate Risk
912,307,29.4,56.1,Moderate Risk
226,266,18.1,45.2,Moderate Risk
848,121,32.1,56.9,High Risk
332,106,24.5,46.9,Safe
632,515,25.9,37.5,CO Poisoning Risk
129,201,26.1,58.0,Moderate Risk
318,169,19.9,30.6,Safe
637,205,19.0,30.0,High Risk
312,585,13.1,31.5,CO Poisoning Risk
95,635,22.5,64.3,CO Poisoning Risk
411,579,24.6,50.0,CO Poisoning Risk
557,150,30.8,54.7,Moderate Risk
821,175,14.6,46.5,Moderate Risk
164,401,35.2,41.7,High Risk
93,46,19.3,47.3,Safe
735,277,21.8,38.4,Moderate Risk
207,413,14.2,64.7,Moderate Risk
695,295,28.7,33.5,High Risk
593,152,30.0,55.9,Moderate Risk
663,320,35.3,53.7,High Risk
530,224,21.1,44.3,Moderate Risk
283,337,19.2,33.5,High Risk
804,628,30.4,66.0,CO Poisoning Risk
481,219,30.0,58.8,Moderate Risk
115,167,35.5,71.7,Safe
524,271,17.9,40.7,Moderate Risk
262,488,29.9,70.7,CO Poisoning Risk
389,472,14.6,43.8,CO Poisoning Risk
734,127,24.5,34.1,High Risk
415,109,15.9,35.3,Moderate Risk
499,325,28.7,39.9,Moderate Risk
207,435,27.4,64.9,Moderate Risk
876,472,14.2,41.2,CO Poisoning Risk
813,151,20.7,60.6,Moderate Risk
314,592,22.5,41.9,CO Poisoning Risk
621,306,19.0,47.7,Moderate Risk
202,203,13.9,76.0,Moderate Risk
229,309,20.7,55.0,Moderate Risk
648,512,32.0,60.4,CO Poisoning Risk
90,246,21.6,38.2,Moderate Risk
179,199,20.8,35.1,Moderate Risk
743,57,35.6,50.3,High Risk
409,341,14.0,74.2,Moderate Risk
639,542,31.4,41.0,CO Poisoning Risk
894,641,24.6,61.6,CO Poisoning Risk
228,289,35.7,75.1,Moderate Risk
600,344,22.4,78.5,High Risk
348,406,30.0,81.7,High Risk
762,398,14.7,69.2,Moderate Risk
779,565,35.3,32.1,CO Poisoning Risk
99,430,21.3,75.1,High Risk
350,356,25.6,75.8,High Risk
739,458,16.3,58.1,CO Poisoning Risk
261,322,35.7,31.6,High Risk
102,637,29.2,53.7,CO Poisoning Risk
257,400,14.3,39.4,Moderate Risk
731,569,16.7,51.9,CO Poisoning Risk
685,60,22.6,67.1,Moderate Risk
410,89,18.2,64.0,Moderate Risk
408,365,20.3,70.1,Moderate Risk
702,370,36.9,53.7,High Risk
418,192,28.8,55.6,Moderate Risk
874,399,35.1,78.5,High Risk
866,280,23.5,62.1,Moderate Risk
639,149,30.0,68.4,Moderate Risk
508,518,24.0,63.9,CO Poisoning Risk
695,440,20.9,62.6,Moderate Risk
184,490,25.5,77.3,CO Poisoning Risk
906,264,23.3,47.3,Moderate Risk
670,486,36.5,51.1,CO Poisoning Risk
407,72,24.9,48.5,Moderate Risk
325,519,32.5,69.3,CO Poisoning Risk
423,349,29.0,74.9,Moderate Risk
465,449,24.5,47.3,Moderate Risk
548,557,24.4,35.7,CO Poisoning Risk
226,546,21.2,54.7,CO Poisoning Risk
677,392,15.6,81.2,High Risk
636,284,31.3,39.0,Asthma Risk
602,614,35.0,52.4,CO Poisoning Risk
385,381,18.2,42.7,Moderate Risk
409,70,35.2,77.8,Moderate Risk
661,453,18.6,57.7,CO Poisoning Risk
438,121,25.7,59.3,Moderate Risk
868,261,21.2,28.4,High Risk
318,372,15.7,63.3,Moderate Risk
359,67,14.3,44.5,Moderate Risk
917,354,21.8,55.7,Moderate Risk
887,643,14.1,56.7,CO Poisoning Risk
380,311,15.5,60.0,Moderate Risk
814,459,16.4,72.5,CO Poisoning Risk
254,311,13.0,44.1,Moderate Risk
94,377,16.7,41.8,Moderate Risk
468,494,26.9,71.0,CO Poisoning Risk
167,609,32.7,66.8,CO Poisoning Risk
499,291,17.6,40.2,Moderate Risk
663,80,14.9,28.0,High Risk
221,445,30.5,64.0,Moderate Risk
690,72,13.2,36.5,Moderate Risk
838,264,30.6,79.7,High Risk
131,450,16.1,60.6,Moderate Risk
178,315,18.5,73.9,Moderate Risk
491,555,15.9,71.5,CO Poisoning Risk
385,330,18.9,58.1,Moderate Risk
384,498,32.2,51.7,CO Poisoning Risk
705,361,16.2,54.8,Moderate Risk
615,634,36.9,71.4,CO Poisoning Risk
889,341,20.9,62.6,Moderate Risk
780,382,35.1,39.1,Asthma Risk
726,351,17.6,60.9,Moderate Risk
511,472,17.5,49.9,CO Poisoning Risk
112,395,26.6,31.3,High Risk
664,555,14.2,48.6,CO Poisoning Risk
232,569,32.2,40.3,CO Poisoning Risk
754,536,23.6,73.3,CO Poisoning Risk
234,638,29.8,33.7,CO Poisoning Risk
314,53,17.2,47.5,Safe
592,541,28.4,65.6,CO Poisoning Risk
910,604,27.3,76.5,CO Poisoning Risk
705,605,31.1,46.1,CO Poisoning Risk
193,484,20.1,60.7,CO Poisoning Risk
128,596,35.4,48.2,CO Poisoning Risk
287,152,36.1,39.0,Safe
735,289,33.8,45.6,High Risk
668,299,26.7,62.3,Moderate Risk
480,77,23.1,66.7,Moderate Risk
268,67,14.4,48.0,Safe
643,610,35.7,36.2,CO Poisoning Risk
537,93,35.8,35.5,High Risk
589,506,13.4,71.9,CO Poisoning Risk
104,634,21.6,63.3,CO Poisoning Risk
712,380,34.1,67.3,High Risk
758,402,14.9,54.4,Moderate Risk
378,166,17.7,52.7,Moderate Risk
567,488,36.5,39.4,CO Poisoning Risk
320,403,33.3,37.1,High Risk
509,646,34.9,36.3,CO Poisoning Risk
246,390,16.4,81.6,High Risk
639,237,18.1,72.3,Moderate Risk
530,460,27.5,61.8,CO Poisoning Risk
186,421,25.0,39.6,Moderate Risk
500,507,20.2,46.2,CO Poisoning Risk
378,190,34.2,46.9,Moderate Risk
343,522,34.6,53.8,CO Poisoning Risk
285,452,20.0,50.8,CO Poisoning Risk
687,330,16.7,78.4,High Risk
611,155,16.6,66.9,Moderate Risk
606,94,24.6,32.4,High Risk
724,58,16.2,47.4,Moderate Risk
207,178,24.4,35.2,Safe
895,632,24.1,43.1,CO Poisoning Risk
248,640,34.2,79.8,CO Poisoning Risk
904,387,20.1,66.1,Moderate Risk
317,330,26.5,28.4,High Risk
305,358,30.8,45.8,Moderate Risk
785,341,27.3,51.7,Moderate Risk
104,613,35.9,60.5,CO Poisoning Risk
246,208,27.5,55.0,Moderate Risk
737,541,34.6,31.8,CO Poisoning Risk
350,60,18.9,55.8,Moderate Risk
246,388,26.5,35.0,Moderate Risk
136,122,26.0,56.0,Safe
413,390,36.7,41.3,High Risk
774,116,17.9,35.8,Moderate Risk
219,314,16.4,43.5,Moderate Risk
500,331,27.7,33.4,High Risk
184,110,18.4,43.3,Safe
716,112,28.3,74.8,Moderate Risk
844,237,36.3,44.6,Asthma Risk
381,99,35.7,53.4,Moderate Risk
883,423,18.5,56.1,Moderate Risk
900,212,17.1,37.6,Moderate Risk
372,453,26.5,51.9,CO Poisoning Risk
158,552,27.1,74.1,CO Poisoning Risk
749,581,28.9,32.3,CO Poisoning Risk
100,146,30.8,77.8,Safe
343,466,27.4,75.0,CO Poisoning Risk
639,522,15.7,74.2,CO Poisoning Risk
223,164,32.0,38.7,Safe
801,335,14.9,54.2,Moderate Risk
112,532,13.5,61.3,CO Poisoning Risk
904,205,31.5,33.4,Asthma Risk
435,122,26.2,58.1,Moderate Risk
391,82,29.8,73.4,Moderate Risk
452,438,22.2,78.6,High Risk
485,485,13.3,43.0,CO Poisoning Risk
307,584,20.9,43.6,CO Poisoning Risk
230,506,27.6,42.6,CO Poisoning Risk
705,338,18.4,36.3,Moderate Risk
299,444,29.5,51.3,Moderate Risk
712,136,32.1,70.4,High Risk
705,50,23.9,66.5,Moderate Risk
917,315,34.0,76.6,High Risk
772,603,33.5,47.2,CO Poisoning Risk
549,143,34.1,58.9,High Risk
445,570,28.9,69.4,CO Poisoning Risk
413,238,20.3,76.5,Moderate Risk
222,201,24.6,75.1,Moderate Risk
894,159,30.1,53.1,Moderate Risk
216,440,18.1,77.0,High Risk
195,566,30.7,52.0,CO Poisoning Risk
693,258,26.2,76.8,High Risk
888,577,15.3,70.0,CO Poisoning Risk
467,59,26.4,40.0,Moderate Risk
140,463,14.6,78.2,CO Poisoning Risk
118,412,13.3,41.1,Moderate Risk
551,257,34.4,77.1,High Risk
385,49,24.8,61.2,Moderate Risk
386,275,26.0,64.0,Moderate Risk
815,245,19.7,33.9,High Risk
868,446,26.0,31.6,High Risk
496,193,17.1,80.3,Moderate Risk
858,628,30.9,46.2,CO Poisoning Risk
903,536,32.8,73.6,CO Poisoning Risk
702,270,33.5,66.0,High Risk
494,630,15.6,60.6,CO Poisoning Risk
435,213,26.4,65.0,Moderate Risk
711,196,32.4,32.8,Asthma Risk
509,268,16.1,50.3,Moderate Risk
271,548,15.4,60.8,CO Poisoning Risk
914,594,32.6,74.8,CO Poisoning Risk
90,88,32.1,66.6,Safe
656,548,23.8,41.7,CO Poisoning Risk
460,285,15.6,81.2,Moderate Risk
750,395,25.4,62.7,Moderate Risk
520,67,22.5,55.1,Moderate Risk
398,642,25.4,70.2,CO Poisoning Risk
226,87,23.6,60.5,Safe
291,510,26.6,66.3,CO Poisoning Risk
525,84,30.5,61.3,Moderate Risk
402,347,31.6,37.7,High Risk
206,219,28.6,57.3,Moderate Risk
755,576,17.8,43.3,CO Poisoning Risk
892,505,22.5,58.8,CO Poisoning Risk
664,237,14.7,34.8,High Risk
333,288,23.8,40.5,Moderate Risk
626,324,36.3,71.7,High Risk
691,80,28.4,49.9,Moderate Risk
164,601,16.7,64.4,CO Poisoning Risk
895,584,19.4,54.9,CO Poisoning Risk
475,198,14.5,46.4,Moderate Risk
299,67,17.4,54.7,Safe
564,135,24.7,71.9,Moderate Risk
507,434,21.3,43.2,Moderate Risk
436,403,17.9,50.8,Moderate Risk
618,594,16.5,38.9,CO Poisoning Risk
729,272,28.7,47.0,Moderate Risk
852,246,26.4,75.8,High Risk
268,394,33.2,70.4,High Risk
271,82,17.4,48.2,Safe
753,544,33.4,35.1,CO Poisoning Risk
114,87,26.9,50.7,Safe
269,561,19.4,69.7,CO Poisoning Risk
799,112,19.6,30.4,High Risk
590,167,22.4,68.2,Moderate Risk
250,380,24.0,64.7,Moderate Risk
266,197,15.0,31.5,Moderate Risk
374,206,33.2,62.3,Moderate Risk
152,258,15.9,44.1,Moderate Risk
751,420,24.6,37.6,Moderate Risk
755,487,22.2,48.8,CO Poisoning Risk
245,467,25.3,39.1,CO Poisoning Risk
558,582,34.3,72.5,CO Poisoning Risk
138,274,36.7,68.1,Moderate Risk
173,103,13.5,81.0,Safe
450,140,22.4,56.8,Moderate Risk
778,306,32.6,32.8,Asthma Risk
237,398,20.8,47.9,Moderate Risk
719,356,28.6,73.3,Moderate Risk
431,180,36.8,49.4,Moderate Risk
565,517,28.5,52.6,CO Poisoning Risk
152,474,15.7,50.2,CO Poisoning Risk
790,581,33.2,40.7,CO Poisoning Risk
449,190,36.2,32.0,Moderate Risk
650,568,30.1,37.8,CO Poisoning Risk
416,131,23.1,47.7,Moderate Risk
858,153,35.8,41.3,Asthma Risk
825,467,36.2,58.9,CO Poisoning Risk
230,389,35.4,61.2,High Risk
304,310,22.9,58.8,Moderate Risk
524,630,32.0,32.6,CO Poisoning Risk
812,538,28.7,64.0,CO Poisoning Risk
407,377,17.3,48.8,Moderate Risk
121,457,25.9,75.4,CO Poisoning Risk
759,235,30.9,56.4,Moderate Risk
374,186,34.5,32.6,Moderate Risk
394,117,33.7,28.5,Moderate Risk
518,211,16.7,65.9,Moderate Risk
566,212,24.7,49.6,Moderate Risk
375,610,24.5,43.6,CO Poisoning Risk
233,303,34.6,52.1,High Risk
513,483,13.0,31.9,CO Poisoning Risk
108,155,30.7,49.2,Safe
